Nike Global Manufacturing Data Export - Filters applied: ((none)),,,,,,,,,,,,,,,,,,
Factory Name,Product Type,"Nike, Inc. Brand(s)",Events,Address,City,State,Postal Code,Country,Operating Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Contact Name,Contact Phone,Contact Fax,Contact Email,Subcons
"TRUE TEMPER SPORTS, INC.-AMORY",Equipment,Nike,,931 TRUE TEMPER CIRCLE,AMORY,MISSISSIPPI,38821,USA,North America,351,287,13,0,,,,,
"U.S. EMBROIDERY, LLC",Apparel,Nike,College,7929 SW BURNS WAY,WILSONVILLE,OREGON,97070,USA,North America,20,17,90,70.6,KIRK  JONES,503-570-0879,503-570-0966,usembroideryllc@frontier.com,
UNIQUE IMPRESSIONS,Equipment,Nike,College,5070 NW 235TH AVE SUITE #107,HILLSBORO,OREGON,97124,USA,North America,53,48,40,0,DAVE SHEPARD,503-693-6456,503-844-6517,,
YESTERWEAR,Apparel,Nike,College,648 WHITE HORSE PIKE,HAMMONTON,NEW JERSEY,8037,USA,North America,39,15,70,0,ANTHONY CHIUMENTO,609 923 5848,609 923 5848,Anthony@yesterwear.net,
ASIA GARMENT MANUFACTURER (VN),Apparel,Nike,,"LOT 106/6-1, ROAD 2, AMATA INDUSTRIAL ZONE, LONG BINH WARD, BIEN HOA CITY, DONG NAI VIETNAM",LONG BINH WARD,,,Vietnam,Emerging Markets,1428,728,88,0,,,,,
"BOWKER VIETNAM GARMENT FACTORY LTD.,",Apparel,Nike,,K1-2-3 ROAD 6,THUAN AN,BINH DUONG,650,Vietnam,Emerging Markets,1780,1190,85,1.8,,,,,
BRANCH #1 OF MAXPORT GARMENT JOINT STOCK COMPANY,Apparel,Nike,,TRAN THAI TONG STREET 朜GUYEN DUC CANH INDUSTRIAL ZONE,THAI BINH,THAI BINH,10000,Vietnam,Emerging Markets,2261,1706,80,0,,,,,
BRANCH #2 OF MAXPORT GARMENT JOINT STOCK COMPANY,Apparel,Nike,,"D1 TA HIEN ST, PHUC KHANH INDUSTRIAL ZONE",THAI BINH,THAI BINH,,Vietnam,Emerging Markets,1593,1199,75,0,,,,,
BRANCH #3 OF MAXPORT GARMENT JOINT STOCK COMPANY,Apparel,Nike,,LOT # A2 NGUYEN DUC CANH INDUSTRIAL ZONE,THAI BINH,THAI BINH,,Vietnam,Emerging Markets,1102,980,73,0,,,,,
"CAN SPORTS VIETNAM CO., LTD - TRANG BANG BRANCH (T",Footwear,Nike,,"GIA LAM COMMUNE, GIA LOC VILLAGE",TRANG BANG,TAY NINH,,Vietnam,Emerging Markets,545,363,71,0,,,,,
"CCH TOP (VN) CO., LTD.",Apparel,Nike,College,"TAN THUAN ROAD, TAN THUAN EXPORT PROCESSING ZONE, DIST. 7",HO CHI MINH,HO CHI MINH,7000,Vietnam,Emerging Markets,1669,1600,89,3,SUNG-YIE LIAO,886-4-27014108,886-4-27018139,liao@cchcap.com.tw,
"CHANG SHIN VIETNAM CO., LTD. (STITCHING 2 SATELLITE FACTORY)",Footwear,Nike,,PHUOC HAI ZONE,LONG THANH DISTRICT,DONG NAI PROVINCE,0,Vietnam,Emerging Markets,1455,1397,97,0,,,,,
"CHANG SHIN VIETNAM COMPANY, LTD.",Footwear,Nike,,"THANH PHU, VINH CUU",,DONG NAI,,Vietnam,Emerging Markets,24993,22965,79,0,,,,,
CHINGLUH UPPER FACTORY,Footwear,Nike,,TAN KIM VILLAGE,CAN GIUOC DISTRICT,LONG AN PROVINCE,0,Vietnam,Emerging Markets,1338,1212,0,29.3,,,,,
CONG TIEN GARMENT JOINT STOCK COMPANY,Apparel,Nike,,"27 MAC VAN THANH STREET, WARD 3",GO CONG,TIEN GIANG,84,Vietnam,Emerging Markets,1211,890,89,0,,,,,
DEAN SHOES VIETNAM,Footwear,Nike,,"LOT.1-4, 10-13, 26-37, ROAD NO3",HO CHI MINH CITY,"BINH CHIEU WARD, THU DUC DISTRICT",,Vietnam,Emerging Markets,9265,8030,86,0,,,,,
DONA ORIENT VIETNAM,Footwear,Nike,,"SONG MAY INDUSTRIAL ZONE, TRANG BOM DISTRICT, DONG NAI PROVINCE",,DONG NAI,61,Vietnam,Emerging Markets,8693,8188,71,0,,,,,
"DONA PACIFIC VIETNAM  CO., LTD.",Footwear,Nike,,SONG MAY INDUSTRIAL ZONE; BAC SON VILLIAGE; TRANG BOM DISTRICT;,,DONG NAI  PROVINCE,61,Vietnam,Emerging Markets,8223,7285,66,37.8,,,,,
"DONA STANDARD FOOTWEAR CO., LTD",Footwear,Nike,,"XUAN LOC INDUSTRY PARK, XUAN LOC DISTRICT",,DONG NAI,84,Vietnam,Emerging Markets,12157,10761,74,0,,,,,
"DONA VICTOR FOOTWEAR CO., LTD",Footwear,Nike,College,"SONG MAY INDUSTRIAL ZONE, BAC SON VILLAGE",TRANG BOM DISTRICT,DONG NAI,084-061,Vietnam,Emerging Markets,9399,8303,73,0,WANG C.H,866-5-5379117,866-5-5379105,C.H.Wang@fengtay.com,
"DONG-A VINA CO., LTD",Apparel,Nike,College,"1 ROAD, BINH DUONG  INDUSTRIAL PARK - DI AN DIST.",,BINH DUONG,84,Vietnam,Emerging Markets,494,464,55,0,HEE SOO KWON,84-650-3782311,84-650-3782312,dongavina@dongadc.com,
"ECLAT TEXTILE CO., LTD",Apparel,Nike,,"5A ROAD, NHON TRACH 2 INDUSTRIAL ZONE",,DONG NAI,,Vietnam,Emerging Markets,2100,1920,95,0,,,,,
"ESQUEL GARMENT MANUFACTURING (VIETNAM) CO., LTD",Apparel,Nike,College,"09 VSIP STREET 05, VIETNAM SINGAPORE INDUSTRIAL PARK",THUAN AN,BINH DUONG,7000,Vietnam,Emerging Markets,3600,3200,72,98.3,MARJORIE YANG,852 2811  8077,852 2811  9001,margieyang@esquel.com,
EVER TECH,Footwear,Nike,,PHUOC HAI WARD,TAN UYEN DISTRICT,BINH DUONG PROVINCE,0,Vietnam,Emerging Markets,416,229,28,174.7,,,,,
FAR EASTERN APPAREL (VIETNAM) LIMITED,Apparel,Nike,College,"NO. 46, DAI LO TU DO VIETNAM SINGAPORE INDUSTRIAL PARK",THUAN AN,BINH DUONG,,Vietnam,Emerging Markets,1337,866,74,0,WU PETER,-3782826,-3782827,rogerlo@feavn.com.vn,
"FREETREND INDUSTRIAL (VN)CO., LTD.",Footwear,Nike,,"STREET D, LINH TRUNG 1, EXPORT PROCESSING ZONE",HO CHI MINH,,84.8.3,Vietnam,Emerging Markets,3754,3523,90,0,,,,,
GREEN VINA,Apparel,Nike,College,BINH DANG  - BINH HOA,BINH DUONG,BINH DUONG,,Vietnam,Emerging Markets,2200,1800,90,0,PARK JOSEPH,84. 6506281177 (ext 109),84 6506281188,simonoh@greenvina.com,
"I.S VIETNAM CO., LTD",Apparel,Nike,College,LOT A2-6 TAY BAC CU CHI IP.,HO CHI MINH CITY,HO CHI MINH CITY,84-8,Vietnam,Emerging Markets,282,246,52,41.9,TUAN KHANH NGUYEN,84-8-8924947,84-8-8924948,khanh.isvn@gmail.com,
LONG AN EXPORT GARMENT JOINT STOCK COMPANY (LASGE),Apparel,Nike,,"1ST NATIONAL ROAD, 4TH QUARTER",TAN AN,LONG AN,84-72,Vietnam,Emerging Markets,1675,1516,77,0,,,,,
"MOLAND CO., LTD",Apparel,Nike,College,"SONG MAY INDUSTRIAL PARK, TRANG BOM DIST.",,DONG NAI,84-61,Vietnam,Emerging Markets,1242,980,95,0,JONG HO SONG ,84 618971361,84 618971364,johnsong@molandvn.com,
NAM THIEN COMPANY LIMITED,Apparel,Nike,,"LOT IV, NO 13, NO 4 STREET, TAN BINH INDUSTRIAL ZONE",HO CHI MINH,HO CHI MINH,700000,Vietnam,Emerging Markets,500,435,90,0,,,,,
POU CHEN (VIET NAM) ENTERPRISE LTD.,Footwear,Nike,College,"NGUYEN AI QUOC ROAD, HOA AN VILLAGE",BIEN HOA CITY,DONG NAI,7000,Vietnam,Emerging Markets,21592,17320,81,0.6,STEVE LI,-23704259,-23702695,steve.li@yueyuen.com,
PUNGKOOK (JOON SAIGON),Equipment,Nike,,"LOT 46-51, ROAD 6, SONG THAN I IZ",DIAN DISTRICT,BINHDUONG PROVINCE,(84) 650.3737.700,Vietnam,Emerging Markets,2088,1732,83,0,,,,,
"QUOC HAI CO., LTD",Apparel,Nike,,"3/39A LANE NO.92 PHAN HUY ICH ST - WARD 15, TAN BINH DISTRICT",HO CHI MINH,HO CHI MINH,84,Vietnam,Emerging Markets,400,320,80,0,,,,,
S&H CORPORATION,Apparel,Nike,College,"1A AN PHU WARD, THUAN AN DIST.",,BINH DUONG,84,Vietnam,Emerging Markets,495,410,63,0,OH HYANG SOEK,+84 650 2682636,+84 650 281 634,hsoh@wonil.com,
SAO KHUE,Footwear,Nike,,NGUYEN TRI PHUONG STREET,BIEN HOA CITY,DONG NAI PROVINCE,0,Vietnam,Emerging Markets,1221,1179,94,0,,,,,
TAE KWANG VINA,Footwear,Nike,,"NO.8, 9A STREET, BIEN HOA 2 INDUSTRIAL ZONE",BIEN HOA,DONG NAI,70000,Vietnam,Emerging Markets,21063,19195,77,0,,,,,
TAE KWANG VINA JOINT STOCK COMPANY'S BRANCH,Footwear,Nike,,AGTEX IND. ZONE,BIEN HOA,DONG NAI,70000,Vietnam,Emerging Markets,3251,3082,83,0,,,,,
TAEKWANG TIEN GIANG,Footwear,Nike,,,TRUNG,MY THO TIEN GIANG PROVINCE,0,Vietnam,Emerging Markets,1350,1300,90,0,,,,,
TIEN THUAN GARMENT COMPANY LIMITED,Apparel,Nike,,"16/4 STREET, THAP CHAM TOWN",PHAN RANG CITY,NINH THUAN,84-068,Vietnam,Emerging Markets,1634,1553,86,1.6,,,,,
"UNITED SWEETHEARTS GARMENT (VIETNAM) CO., LTD.",Apparel,Nike,,"ROAD # 10, NHON TRACH I INUSTRIAL ZONE, NHON TRACH DISTRICT",DONGNAI,DONG NAI PROVINCE,(84-61),Vietnam,Emerging Markets,1120,817,85,49.9,,,,,
"VIET HONG GARMENT EXPORT CO., LTD.",Apparel,Nike,,"425B NGUYEN DINH CHIEU ST., W.8",BEN TRE,BEN TRE,,Vietnam,Emerging Markets,1698,1539,80,0,,,,,
VIET THINH GARMENT JOINT STOCK COMPANY,Apparel,Nike,College,"58 THOAI NGOC HAU STREET, WARD HOA THANH, TAN PHU DISTRICT",HO CHI MINH,HO CHI MINH,84,Vietnam,Emerging Markets,2281,1913,75,0,CHINH NGUYEN KHAC,848 - 38640800/102,848 - 38654867,vtec@hcm.vnn.vn,
VIET TIEN GARMENT CORPORATION,Apparel,Nike,College,"7 LE MINH XUAN STREET, 7 WARD",HO CHI MINH,HO CHI MINH,7000,Vietnam,Emerging Markets,2881,2620,75,0,TIEN BUI VAN,84 - 8 - 8640800,84 - 8 - 38645085,tienbv@hcm.vnn.vn,
VIETNAM CHINGLUH SHOES CO. LTD.,Footwear,Nike,,THUAN DAO INDUSTRIAL PARK,BEN LUC COUNTY,LONG AN PROVINCE,7000,Vietnam,Emerging Markets,25894,21563,83,26.3,,,,,
VIETNAM MOC BAI JOINT STOCK COMPANY,Footwear,Nike,,"HIEP THANH COMMUNE, BEN CAU DISTRICT, TAY NINH PROVINCE",TAY NINH,TAY NINH,84,Vietnam,Emerging Markets,9482,9000,76,0,,,,,
VIETNAM POU SUNG CO. LTD.,Footwear,Nike,College,BAU XEO INDUSTRIAL PARK,TRANG BOM,DONG NAI,700,Vietnam,Emerging Markets,14126,12235,86,0,CFO - STEVE LI,-23704259,-23702695,Steve.Li@yueyuen.com,
"VINH HUNG - JOINT VENTURE CO., LTD (TMI VIETNAM)",Apparel,Nike,College,"1657/3E NATIONAL ROAD 1A, AN PHU DONG WARD, DISTRICT 12",HO CHI MINH,HO CHI MINH CITY,70000,Vietnam,Emerging Markets,1479,980,78,105.6,YY CHEN,37196005,37196002,yychen@tmi.com.vn,
VINH TIEN GARMENT FACTORY,Apparel,Nike,,"#1 HUNG DAO VUONG, WARD 1, VINH LONG TOWN",VINH LONG,VINH LONG,84-070,Vietnam,Emerging Markets,1579,1466,0,0,,,,,
"VISION INTERNATIONAL CO., LTD",Equipment,Nike,,NO 19 HUU NGHI AVENUE,THUAN AN,BINH DUONG,7000,Vietnam,Emerging Markets,935,755,31,1.2,,,,,
"VUNG TAU ORIENT CO., LTD",Equipment,Nike,,11 ROAD,VUNG TAU,BA RIA- VUNG TAU,84,Vietnam,Emerging Markets,2228,1751,83,0.6,,,,,
"YOUNGONE NAM DINH CO ., LTD",Apparel,Nike,,HIGHWAY 10,NAM DINH,NAM DINH,3503,Vietnam,Emerging Markets,7217,4998,90,0,,,,,
YUPOONG VIET NAM,Apparel,Nike,College,"LOT A-2,3,4, LOTECO EPZ, ROUTE 15A, LONG BINH",BIEN HOA CITY,DONG NAI,7000,Vietnam,Emerging Markets,2013,1910,95,0,JOON MO  JEONG ,0903-004-420,(0613)991937,Jmjung@yupoong.co.kr,
DASS ELDORADO SRL,Footwear,"Nike, Converse",,"ALBERTO BEJAR BARRIOS, 407",ELDORADO,MISIONES,30-71008366-1,Argentina,Emerging Markets,595,479,39,4.2,,,,,
TEXTIL ROCLAN S.A.,Apparel,"Nike, Converse",,TRES ARROYOS 564,CAPITAL FEDERAL,BUENOS AIRES,1416,Argentina,Emerging Markets,156,140,64,0,,,,,
COOPERSHOES - COOPERATIVA DE CAL茿DOS E COMPONENTES JOANETENSE LTDA,Footwear,"Nike, Converse",,"RUA VICENTE PRIETO, 3581, BAIRRO JOANETA",PICADA CAF,RS,95.175-000,Brazil,Emerging Markets,1610,1426,66,0,,,,,
DELTA TEXTILE BULGARIA LTD.,Equipment,"Nike, Converse",,44 TUTRAKAN BLVD; 7009,ROUSSE,ROUSSE,7000,Bulgaria,Emerging Markets,400,378,75,0,,,,,
"DONGGUAN METEK INDUSTRIAL CO., LTD.",Equipment,"Nike, Converse",,"NO.3, HONG SHAN 1ST STREET, HUA YUAN ROAD",DONG GUAN CITY,GUANG DONG PROVINCE,523850,China,Greater China,300,245,60,0,,,,,
"JIANSHAN BENHUI PRINTING CO., LTD",Equipment,"Nike, Converse",,"229 YUNSHI ROAD, DAYUN TOWN, JIASHAN ZHEJIANG",JIAXING,ZHEJIANG,314113,China,Greater China,120,37,50,124.3,,,,,
JIAXING DUOLING GARMENTS,Apparel,"Nike, Converse",,"DUOLING INDUSTRIAL PARK, ZHAPU TOWN",JIANXING,ZHEJIANG,314201,China,Greater China,550,525,70,0,,,,,
"JIAXING SHINSUNG KANAAN  CO.,LTD",Equipment,"Nike, Converse",College,"QIXING INDUSTRIAL ZONE, XIUCHENG",JIAXIANG,ZHEJIANG,314002,China,Greater China,738,644,81,0,YOUNG KUN LEE,86-8388 5111,86-573-83885102,ynlee@kanaan.com.cn,
JIN MEI BACUI KNITWEAR FACTORY,Apparel,"Nike, Converse",,"JIN MEI GUAN LI QU, CHANG PING ZHEN",DONGGUAN,GUANGDONG,523579,China,Greater China,396,374,65,0,,,,,
LEGEND APPAREL CO LTD,Apparel,"Nike, Converse",,160 SHENG TA RD SHI HU DANG INDUSTRIAL PARK SONG JIANG DISTRICT,SHANGHAI,SHANGHAI,201617,China,Greater China,460,280,57,150,,,,,
"NINGBO YOUNGOR KNITTING &  UNDERWEAR CO., LTD",Apparel,"Nike, Converse",,"BUILDING B, NO.31 YOUNGOR ROAD",NINGBO,ZHEJIANG,315153,China,Greater China,800,470,73,0,,,,,
PCCS GARMENTS (SUZHOU) LTD,Apparel,"Nike, Converse",,"1 MEITAN ROAD, MEI YAN COMMUNITY VILLAGE, PING WANG TOWN WUJIANG",SUZHOU,JIANGSU,215213,China,Greater China,328,248,83,0,,,,,
QINGDAO  RUIHE KNITTING,Apparel,"Nike, Converse",,HUANGHE  ROAD,"JIMO,QINGDAO",SHANDONG,266200,China,Greater China,431,357,93,0,,,,,
QINGDAO YANTAI NE APPAREL FACTORY,Apparel,"Nike, Converse",,NO. 26 HAIYANG YANTAI ECONOMIC DEVELOPMENT ZONE.,YANTAI,SHANDONG,,China,Greater China,1354,970,82,0,,,,,
"QINGDAO YOUNGONE SPORTSWEAR CO.,LTD",Apparel,"Nike, Converse",,"#1, ROAD 3, JIMO ECONOMIC DEVELOPMENT ZONE",QINGDAO,SHANDONG,266200,China,Greater China,2015,1759,96,39.8,,,,,
"SHANGHAI FORTUNE GARMENT CO.,LTD",Apparel,"Nike, Converse",College,"#2688, SHETIANKUN ROAD, SHESHAN TOWN, SONGJIANG DISTRICT",SHANGHAI,,,China,Greater China,110,80,95,75,XIN WEI,86-21-57660527/13023126736,86-21-57664101,yhq1110@hotmail.com,
"SHANGHAI SNAP FASHION CO.,LTD",Apparel,"Nike, Converse",College,"1638, SHUZHAO,PUJIANG TOWN, MINHANG",SHANGHAI,,201114,China,Greater China,236,180,80,31.1,YINGQI PAN,86-021-34030151,86-021-64291501,panyingqi@shsnap.com.cn,
"SHOETOWN FOOTWEAR CO.,LTD",Footwear,"Nike, Converse",College,TAI HE INSUSTRY ZONE,QINGYUAN CITY,GUANGDONG,511800,China,Greater China,15273,11544,75,63.3,RON CHANG,86-763-6865888,86-763-6865111/6865996,Ronchang@xc.com.cn,
WAH MING OPTICAL MANUFACTORY LTD,Equipment,"Nike, Converse",,"NO.23 HONG MIAN FOURTH ROAD,",SHENZHEN,GUANGDONG,518115,China,Greater China,4049,2909,56,0,,,,,
"WILSON INT'L IND CO., LTD",Equipment,"Nike, Converse",,"2ST TOWN, WENTONG INDUSTRY SECTION",DONGGUAN,GUANGDONG,523121,China,Greater China,1014,788,36,88.8,,,,,
YAYU XIAMEN LEATHER PRODUCT CO. LTD (FKA CHONGGEE),Equipment,"Nike, Converse",,"NO. 1001, TONG JI N. RD, TONG AN DISTRICT",XIAMEN,FUJIAN,361100,China,Greater China,720,635,25,0,,,,,
"TEXTILES LA PAZ, L.L.C.",Apparel,"Nike, Converse",,KM 46.5 CARRETERA A LA  HERRADURA,EL ROSARIO LA PAZ,DEPTO DE LA PAZ,0,El Salvador,Emerging Markets,1350,921,56,0.3,,,,,
ASPENCREW SPORTS GEAR,Apparel,"Nike, Converse",,KHASRA NO. 143KH,"MOHABEWALA, INDUSTRIAL AREA",DEHRADUN,248001,India,Emerging Markets,150,138,17,0,,,,,
LOTUS FOOTWEAR ENTERPRISES LTD (FENG TAY),Footwear,"Nike, Converse",,"SEZ, PLOT 3,  SIPCOT INDUSTRIAL PARK",TIRUVANNAMALAI,TAMIL NADU,631701,India,Emerging Markets,5945,4868,51,0.5,,,,,
SHAHI EXPORTS PVT LTD,Apparel,"Nike, Converse",,UNIT 8; NO 62 KACHOHALLI CROSS,BANGALORE,KARNATAKA,560091,India,Emerging Markets,3000,2500,85,0,,,,,
SPENTA INTERNATIONAL LIMITE,Equipment,"Nike, Converse",,"PLOT NO. 13,14,15 & 16 DEWAN INDUSTRIAL ESTATE",PALGHAR,MAHARASTRA,401404,India,Emerging Markets,248,47,75,0,,,,,
SSIPL RETAIL LTD,Footwear,"Nike, Converse",,"75, SERSA ROAD, KUNDLI",SONEPAT,HARYANA,131 028,India,Emerging Markets,2512,2190,26,0,,,,,
PT DREAM SENTOSA INDONESIA,Equipment,"Nike, Converse",,DUSUN MANGGA BESAR II RT 16/04 WALAHAR,KARAWANG,WEST JAVA,41371,Indonesia,Emerging Markets,8942,5356,90,0,,,,,
YOO JIN,Equipment,"Nike, Converse",,"528-14, YONG HYUN-DONG",UIJEONGBU ,KYUNG KI DO,480-050,Korea,Emerging Markets,10,1,50,200,,,,,
YOOK-IL,Equipment,"Nike, Converse",,MIA1-DONG 703-871,SEOUL,KOREA,142-101,Korea,Emerging Markets,2,1,0,0,,,,,
CHIT GUAN (BP) SDN BHD,Apparel,"Nike, Converse",,"P.O BOX 158, BATU 61/2, JALAN TANJONG LABOH 83000 BATU PAHAT, JOHOR",BATU PAHAT,JOHOR,83000,Malaysia,Emerging Markets,292,257,0,88.7,,,,,
BORDAPRINT SA DE CV,Apparel,"Nike, Converse",,ATENCO # 27,NAUCALPAN DE JUAREZ,EDO. DE MEXICO,53348,Mexico,Emerging Markets,120,110,66,0,,,,,
"MEX MODE, S.A. DE C.V.",Apparel,"Nike, Converse",College,RETORNO DE CONTINENTES # 38,ATLIXCO,PUEBLA,74290,Mexico,Emerging Markets,570,522,60,4,SANG KI PYON,82-2-3407-7701 / 7905,82-2-22-49-59-15,skbyun@kd.co.kr,"KD Garment, S.A. de C.V. (BMX02 MEX)"
"TEXTURERIAS, S.A. DE C.V.",Apparel,"Nike, Converse",,MARIANO ABASOLO 206,SANTIAGO TIANGUISTENCO,ESTADO  DE MEXICO,52600,Mexico,Emerging Markets,170,150,70,0,,,,,
VERTICAL KNITS S.A DE C.V.,Apparel,"Nike, Converse",College,CALLE 20 #131 C  X 27 Y 29,BACA,YUCATAN,97450,Mexico,Emerging Markets,775,727,39,0,OMAR KURI,9919130057,9919130252,omar.kuri@verticalknits.com,
STYLE TEXTILE (PVT) LTD.,Apparel,"Nike, Converse",,"126/3, KOT LAKHPAT INDUSTRIAL ESTATE",LAHORE,PUNJAB,54770,Pakistan,Emerging Markets,4252,2832,4,0,,,,,
JK  GARMENTS  (PVT)  LTD,Apparel,"Nike, Converse",,"MADAGALLA ROAD,  IBBAGAMUWA, KURUNEGALA, SRI  LANKA",KURUNEGALA,NORTH  WESTURN,60500,Sri Lanka,Emerging Markets,769,460,76,0,,,,,
"HOPE LAND ENTERPRISE CO.,LTD",Apparel,"Nike, Converse",College,"NO.125 ALLEY 491, SEC.1, LIU YIN ROAD. SHIN LIN TSUN, LIU YIN HSIANG",TAINAN,TAIWAN,736,Taiwan,Greater China,110,80,65,0,CHING SOU SHEN,886-6-6222530,886-6-6220425,hopeland@tpts4.seed.net.tw,Chen Shyang Co Ltd (HPL CSY TAI)
"THAI SOCK CO., LTD.",Equipment,"Nike, Converse",,29/1   MOO 4,PRAPRADAENG,SAMUTPRAKARN,10130,Thailand,Emerging Markets,772,583,72,0,,,,,
"UNIVERSAL SPORTING GOODS (THAILAND) CO., LTD.",Equipment,"Nike, Converse",College,"91 MOO 1 PETCHAKASERN RD. SOI WATTHEINTAD, T.BANMAI",NAKORNPRATHOM,,73110,Thailand,Emerging Markets,602,512,90,0.4,LEI WANG FU,66-34-385672,66-34-287-260,leslie@unis.co.th,
GIBOR CORAP,Equipment,"Nike, Converse",,CILIMLI TOPCULAR KOYU D- 100 KARAYOLU UZERI,DUZCE,,,Turkey,Central and Eastern Europe,310,277,25,0,,,,,
IMTEKS GIYIM SANAYI VE TICARET A.S.,Apparel,"Nike, Converse",,D-100 KARAYOLU UZERI ALTINPINAR KOYU GIRISI,DUZCE,DUZCE,81400,Turkey,Central and Eastern Europe,928,576,75,0,,,,,
"HANSAE VIETNAM CO., LTD",Apparel,"Nike, Converse",College,"KM 21 TRANS ASIA SUPERHIGHWAY, LOT 2, TAY  BAC CU CHI INDUSTRIAL ZONE",HO CHI MINH,HO CHI MINH,84,Vietnam,Emerging Markets,8942,8149,78,0,NGOC BICH TRAN,84-8-38924801,84-8-38924800 ,bichvn@hansae.com,
HUNG LONG GARMENT AND SERVICE JOINT STOCK COMPANY,Apparel,"Nike, Converse",,KM24 HIGHWAY NO.5  WARD MY HAO DIST,HUNG YEN,HUNG YEN,70000,Vietnam,Emerging Markets,2400,2107,85,0,,,,,
UNIVERSAL WEBBING PRODUCTS INC.,Equipment,"Nike, Converse, Hurley",,2188 XIN QUN ROAD,PINGHU,ZHEJIANG,314200,China,Greater China,370,290,53,0,,,,,
"CAMPECHE SPORTSWEAR, S. DE R.L.DE C.V.",Apparel,"Nike, Converse, Hurley",,ANTIGUA CARRETERA CAMPECHE-HAMPOLOL,SAN FRANCISCO DE CAMPECHE,CAMPECHE,24023,Mexico,Emerging Markets,658,476,63,1.1,,,,,
ESFERA (JANAINA LOCCI),Apparel,"Nike, Hurley",,AV. INDUSTRIAL 1586,JOSE BONIFACIO,SAN PAULO BRAZIL,15200-000,Brazil,Emerging Markets,118,100,81,0,,,,,
GUANGDONG ESQUEL TEXTILES COMPANY LTD,Apparel,"Nike, Hurley",College,"CANG JIANG EXPORTS PROCESSING ZONE, GAOMING DISTRICT",FOSHAN,GUANGDONG,528500,China,Greater China,6700,6500,70,0,,,,,
GUNAGDONG  ESQUEL TEXTILES. CO. LTD. GARMENT YANGMEI,Apparel,"Nike, Hurley",,"YANGMEI TOWN, INDUSTRIAL DEVELOPMENT ZONE, GAOMING DISTRICT",FOSHAN,GUANGDONG,528515,China,Greater China,9300,8800,80,68.2,,,,,
OWENS SPORTSWEAR - V-WIN APPAREL CO LTD,Apparel,"Nike, Hurley",College,"CHEN JIE BU, LIAO BU DISTRICT",DONGGUAN,GUANGDONG,,China,Greater China,850,480,70,0.4,ALEX WAN,86-769-83282198/13829102321,86-769-83288909,alex@v-win.cn,
EURO CLOTHING COMPANY,Apparel,"Nike, Hurley",,"122/1, DODDABIDAREKALLU VILLAGE",BANGALORE,KARNATAKA,560 073,India,Emerging Markets,1230,984,80,0,,,,,
HYTEX APPARELS SDN. BHD.,Apparel,"Nike, Hurley",,"LOT 25, JALAN E 1/5, KAW. PERINDUSTRIAN TAMAN EHSAN, P.O.BOX NO.6",KUALA LUMPUR,KEPONG,52100,Malaysia,Emerging Markets,657,518,20,111.4,,,,,
"DIACO INTERNACIONAL, S.A. DE C.V.",Apparel,"Nike, Hurley",College,"PARCELA 17, Z1, P-1  EX EJIDO CHAPULTEPEC",ENSENADA,BAJA CALIFORNIA,22785,Mexico,Emerging Markets,957,676,56,0,ROCCO MALTA,(714) 765 04 00 ,(714) 765 04 12,roccom@alstyle.com,
STYLE TEXTILE IV,Apparel,"Nike, Hurley",,"25 KM, MULTAN ROAD",LAHORE,PUNJAB,54500,Pakistan,Emerging Markets,1245,1165,8,0,,,,,
"MORNING SUN SHIRT CO., DBA ISLAND WAYS, INC. (HURLEY)",Apparel,"Nike, Hurley",College,12300 MONARCH ST.,GARDEN GROVE,CALIFORNIA,92841,USA,North America,150,130,90,0,JAMES KAUHI HOOKANO,714.890.1773,714.890.1778,jkhookano@yahoo.com,
MAXPORT J.S.C,Apparel,"Nike, Hurley",College,"88 HA DINH, THANH XUAN DIST.",HA NOI CITY,HA NOI,8000,Vietnam,Emerging Markets,604,421,80,0,PHUONG NGUYEN TIEN,913230338,84-4-8583230,phuong.nt@maxport-jsc.com.vn,
"UNIPAX CO., LTD",Apparel,"Nike, Hurley",College,1012 +101/4 AMATA INDUSTRIAL PARK,BIEN HOA CITY,DONG NAI,7000,Vietnam,Emerging Markets,1600,1540,96,0,SEOK TAE YOON,+84 61 393067,+84 61 3936 596,dennis_yoon@unipaxvn.com,
DER WILL S.A.,Equipment,"Nike, Umbro",,CNEL. ROSETTI 3464 - OLIVOS,BUENOS AIRES,BUENOS AIRES,1636,Argentina,Emerging Markets,75,58,45,6.9,,,,,
PABLO RUBEN ENRIQUEZ (SPORT TECH),Apparel,"Nike, Umbro",,"QUESADA 5940, VILLA URQUIZA",CAPITAL FEDERAL,BUENOS AIRES,1431,Argentina,Emerging Markets,162,133,62,35.3,,,,,
R&A INDUMENTARIA SRL,Apparel,"Nike, Umbro",,"CALLE ROSALES 3867, VILLA LYNCH",BUENOS AIRES,BUENOS AIRES,1672,Argentina,Emerging Markets,35,26,37,107.7,,,,,
DEWHIRST SHANTA,Apparel,"Nike, Umbro",,PLOT #157-177 DHAKA EPZ,DHAKA,BANGLADESH,,Bangladesh,Emerging Markets,1928,1098,0,0,,,,,
DASS NORDESTE  CAL茿DOS E ARTIGOS ESPORTIVOS LTDA.,Apparel,"Nike, Umbro",,"AV. JURACY MAGALH肊S, 5200",VIT覴IA DA CONQUISTA,BAHIA - BA,45023 -490,Brazil,Emerging Markets,555,428,70,0,,,,,
