"oar_id","name","address","country_code","country_name","lat","lng","contributors","ppe_product_types","ppe_contact_phone","ppe_contact_email","ppe_website","is_closed"
"TR2020084YF5G1S","RONI'S TEKSTIL SUAT GORGULU","F. SULTAN MEHMET CAD., TALATPASA MAH., ESENYURT 34513, ISTANBUL","TR","Turkey",41.02302479999999,28.6721481,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"KH20190876XR7G0","Roo Hsing Garment Co Ltd","New Road, Sangkat toul Sang Ke, Khan Russey Keo","KH","Cambodia",11.5895182,104.9187047,"Levi Strauss & Co. (Levi Strauss Co Facility List November 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Worker Rights Consortium (5.11 Tactical Facility List for City of LA)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)|A Brand/Retailer","","","","",""
"IN2020084GV192Y","ROPE ENTERPRISES PVT LTD","KUTCHAMPATTI VILLAGE, VELAMPUR POST, PERAYUIR TALUK 625702, MADURAI","IN","India",9.6582832,77.8881747,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"RO2020080D7RWH6","Rosca Conf S.R.L.","str. Marasesti 6, 620063 Focsani","RO","Romania",45.7076466,27.1905435,"HUGO BOSS (HUGO BOSS 1st-Tier-Supplierlist March 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084WSFTCH","ROYAL EXPORTS","NO. 83-84, CHIKKA ADUGODI, THAVEREKERE MAIN ROAD,D.R.C 560029, BANGALORE","IN","India",12.9278628,77.6114029,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084PCJMM3","ROYAL EXPORTS  DODDAJALA","SY. NUMBER 80 , SETTIGERE VILLAGE, , SADAHALLI PWD ROAD , 27TH MILE , BELLARY ROAD DODDAJALA POST 562157, BANGALORE","IN","India",13.5497423,77.7480692,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084TFJMH7","ROYAL EXPORTS UNIT 5","PLOT NO. 217, BOMMASANDRA -JIGINI LINK ROAD, INDL AREA, RAJAPURA VILLAGE, JIGINI 562105, BANGALORE","IN","India",12.8159214,77.6793813,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN202008485SDA4","R.S. ENTERPRISES","A-9, SHIVAM COMPLEX, SARDHANA ROAD, KANKERKHERA, MEERUT 250001, UTTAR PRADESH 250001, MEERUT ","IN","India",29.0237047,77.687864,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN20191812H0AKQ","Rudong Mingjia Handicraft","Industial Park Chengnan Rudong   Jiangsu","CN","China",32.2288215,121.2028148,"Debenhams [Public List] (Debenhams Facility List December 2018)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084HNPMZG","RUILI COMPANY LIMITED","NO.98 SAN HENG ROAD, DONGCHENG, DISTRICT 523000, DONGGUAN","CN","China",23.028053,113.783327,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD2020021X22BRH","RUSSEL GARMENTS","Osman Tower, 56/1, S.M. Maleh Road, Narayanganj  Narayanganj","BD","Bangladesh",23.6155967,90.5041265,"BRAC University (Mapped in Bangladesh: Export Oriented RMG factory List of Narayanganj, Bangladesh Feb 2019)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|OVS Spa (Tier1)","","","","",""
"BD2019083KCKB71","Russel Garments Ltd (Unit-2)","East Delpare Fatullah Narayanganj","BD","Bangladesh",23.6673064,90.475474,"Next Plc (Next Plc Tier 1 Manufacturing List)|Next Plc (Next Tier 1 Factory List July 2020)|BRAC University (Mapped in Bangladesh: Export Oriented RMG factory List of Narayanganj, Bangladesh Feb 2019)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MA2020084SD7B5V","SABAE","ZONE INDUSTRIELLE GEZENAYA, LOTS297/98 90000, TANGIER","MA","Morocco",35.766667,-5.8,"Desigual (Desigual's Tier 1  - November 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD2020021JH1ZCW","Safaa Sweaters Ltd","Begumpur, Bokran, Monipur, Bhawl Gore  Gazipur","BD","Bangladesh",24.0006785,90.4254248,"Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Morrisons (Morrisons Factory List Jan 2021)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)","","","","",""
"BD2020021RBRGD5","San Apparels Ltd.","Amtoil Hat, Amtoil, Sreepur, Magura, Jessore, Khulna  Khulna","BD","Bangladesh",23.5877118,89.4313037,"Next Plc (Next Plc Tier 1 Manufacturing List)|Next Plc (Next Tier 1 Factory List July 2020)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|Bestseller [Public List] (Bestseller Facility List December 2019)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN2020053E8PB5S","Sanflag Fashion Dongguan Co.,Ltd","Shahukou District   523560","CN","China",38.905365,121.580179,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Primark [Public List] (Primark January 2020 Facility List)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"TR2020084TC0815","SARPTEKS GIYIM SANAYI VE TICARET LT","ERENLER OSB MAH., MEHMET ALTINSOY BULVARI NO 12, TASPINAR MERKEZ 68220, AKSARAY","TR","Turkey",40.751039,30.414263,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"PT20200848W22WR","SARTIUS, UNIPESSOAL LDA","RIBEIRAO - VILA NOVA DE FAMALICAO, RUA DAS RAS NO 36 4760-723, PORTO","PT","Portugal",41.3541411,-8.5693642,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MM2020084NQHK0T","SAUNG OO SHWE NAY(GOLDEN SUNSHINE) CO.,LTD","NO.168 KYAN SIT THAR RD, HLAING THAR YAR INDUSTRIAL ZONE 4 2964, YANGON","MM","Myanmar",16.8577164,96.0645602,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)","","","","",""
"MM2020084R0XZYW","SAUNG OO SHWE NAY(GOLDEN SUNSHINE) CO.,LTD","NO.168 KYAN SIT THAR RD, HLAING THAR YAR INDUSTRIAL ZONE 4 2964, YANGON","MM","Myanmar",16.8577164,96.0645602,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"RO2020084N63Z8P","S.C. ADETEC INVENTEXTIL.SRL","ARMONIEI 2 0044845, RAMNICU SARAT","RO","Romania",45.371728,27.0637901,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"VN2019085HTND0A","SCAVI HUE COMPANY","PHONG DIEN INDUSTRIAL ZONE PHUONG DIEN THUA THIEN-HUE N/A","VN","Vietnam",16.5776559,107.3794578,"Nike [Public List] (Nike Facility List August 2019)|Levi Strauss & Co. (Levi Strauss Co Facility List November 2020)|Hanes Brand (Strategic Contractors) [Public List] (Hanes Brand February 2019 Strategic Contractors Facility List)|Columbia Sportswear Co. [Public List] (Columbia Sportswear Co. Facility List July 2019)|Fruit Of The Loom [Public List] (Fruit of The Loom Facility List January 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Hurley [Public List] (Hurley Facility List August 2019)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|ETAM GROUP (Undiz (Jan. 2021 Active Supplier List))|ETAM GROUP (Etam (Jan. 2021 Active Supplier List))|ETAM GROUP (Maison123 (Jan 2021 Active Supplier List))|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)|Amazon (Amazon Apparel Supplier List 2020)|Maison 123 (Maison 123 - Tier 1 Supplier List)","","","","",""
"RO2020084Y769AF","SC CONFINTER TECHNOTEX SRL","STR BIRSEI 11 BIS, FOSCANI 0620080, VRANCEA","RO","Romania",45.6964745,27.184043,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"RO2020084Q3TSDB","SC FONSTER SRL","CONSTRUCTORULUI 13 0620135, FOSCANI","RO","Romania",45.6770941,27.1821535,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"RO2020084TES9GB","SC FONSTER SRL - CUTTING","CUZA VODA 71 0620034, FOSCANI","RO","Romania",45.710981,27.200231,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"KH2019291SPM2P6","SEDUNO CAMBO KNITTING CO. LTD","PHUM KANDOEUNG TOUCH, KANDOEUNG SROK BATI - 0855 ANGCOR (TAKEO)","KH","Cambodia",11.2845641,104.798771,"Benetton Group [Public List] (Benetton Group 2018 Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"KH20200101C8ZFV","Seduno Investment Cambo Fashion Co., Ltd. ","Phum Kva  Street 217Sangkat Dangkor   Khan Dangkor  Cambodia ","KH","Cambodia",11.479751,104.8688126,"Tu Clothing by Sainsbury's [Public List] (Sainsbury's March 2019 Public Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR2019172NKDN06","Sefah Tekstil","Barbaros Mah. Belediye Cad.E2 Blok No:18 Süleymanpaşa Tekirdağ 59020 Istanbul","TR","Turkey",41.0973037,28.7968078,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|A Multi Stakeholder Initiative","","","","",""
"VN2019086KGVRAY","Seidensticker Vietnam Limited","Van An Commune, KM33, Chi Linh Town, Vietnam","VN","Vietnam",21.0828863,106.3507768,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|A Brand/Retailer|A Multi Stakeholder Initiative","","","","",""
"TR202008483M4WN","SELEKSIYON TEKSTIL SAN. VE TIC. A.S","AYAZMA YOLU, YAHYA KEMAL MAHALLESI, TURIN, SANAYI SITESI, 12490 BLOK, NO.11-16 34406, ISTANBUL","TR","Turkey",41.0082376,28.9783589,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"VN20200842QHFP3","SENDA VIETNAM COMPANY LIMITED","LAND LOT 176 MAPS NO. 11 CADASTRAL, MAP OF  ZONE 2, RANG DONG TOWN, NGHIA HUNG DISTRICT, NAM DINH PROVINCE, VIET NAM 700000, ","VN","Vietnam",19.9903705,106.140451,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN2020084XW1EFR","SERENDIPITY FASHION CO.,LTD","LITANG INDUSTRIAL PARK,LITANG RIVER, ROAD XIANGCHENG DISTRICT 215000, SU ZHOU","CN","China",29.996049,100.269817,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"PT2020084N4TWEH","SERIA & SABIA  VESTUARIO UNIPESSOA","ABORIM - BARCELOS, RUA DA RAINHA, PORTUGAL 4750-372, BARCELOS","PT","Portugal",41.6104357,-8.6368454,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD2019248A19YXF","S.F. Denim Apparels Ltd.","430-431/B (Ground Floor), Nakhal Para Road, Tejgoan Industrial Area, Dhaka - 1208","BD","Bangladesh",23.7665608,90.3939701,"BRAC University (Mapped in Bangladesh: Export-oriented RMG Factory List Sep 2019)|WikiRate e.V. (Benetton 2016)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)","","","","",""
"BD2020021SR6AGY","S. F. Jeans Limited","Karol Surichala, Mouchak, Kaliakoir 1750 Gazipur","BD","Bangladesh",24.0569842,90.2650831,"Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN20200842X730G","SHAHI EXPORTS BBSR","22/23 , MANCHESWAR IND ESTATE,BBSR, BHUBANESHWAR 751010, BHUBANESHWAR","IN","India",20.2979839,85.8590543,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2019083FKFM4Q","Shahi Exports Pvt. Ltd.","Industrial Plot No. 1, Sector - 28 121008 Faridabad Faridabad Haryana","IN","India",28.437745,77.3100025,"Gap Inc (Gap Inc Facility List - September 2020)|Agreement on Sustainable Garments and Textile (AGT) (AGT 2019 )|Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|WikiRate e.V. (Gap Inc. Factory List March 2017)|WikiRate e.V. (Benetton 2016)|Columbia Sportswear Co. [Public List] (Columbia Sportswear Co. Facility List July 2019)|Desigual (Desigual's Tier 1  - November 2020)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Worker Rights Consortium|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Esprit (Esprit Facility List October 2020)|Varner AS (Varner Oct 2020)|Lindex [Public List] (Lindex Manufacturing Facilities March 2020)|2 Brands/Retailers","","","","",""
"IN20192621XREH2","SHAHI EXPORTS PVT LTD","NO 2/4,2/5 BERATENA AGRAHARA,ELECTRONIC CITY,HOSUR MAIN ROAD BANGALORE","IN","India",12.8650825,77.6576067,"WikiRate e.V. (Benetton 2016)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2019096CEHTNC","Shahi Exports Pvt. Ltd. (Unit 23)","#9&10 Berentana Agrahara Hosur Main Road ( Nh7) BANGALORE Karnataka","IN","India",12.9116783,77.6258373,"PVH [Public List] (PVH  Facility List December 2020)|VF Corporation (VF Corporation Factory List May 2020)|Agreement on Sustainable Garments and Textile (AGT) (AGT 2019 )|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|PVH (OAR_Contributor_Template)|Kontoor Brands [Public List] (Kontoor Brands Tier 1 Facility List June 2020)","","","","",""
"IN2019181CX6WA2","SHAHI EXPORTS PVT LTD - UNIT 28","226 / 227, 8TH MAIN, 3RD PHASE, KIADB PEENYA INDUSTRIAL AREA- 560068 BANGALORE (KARNATAKA)","IN","India",12.9915224,77.5386789,"Benetton Group [Public List] (Benetton Group 2018 Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020085SS8BXA","SHAHI EXPORTS PVT LTD UNIT 37","PLOT NO 28/P1,OPP WURTHY ELEKTRONIC, KOORGALLY INDUSTRIAL AREA PHASE III, OFF: HUNSUR MAIN ROAD, 570018, MYSORE","IN","India",12.3568639,76.5663637,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN202008469XT8N","SHAHI EXPORTS PVT LTD (UNIT-39)","1629 & 1635,NEAR COURT, MAHALINGAPURAM EXTN,BH ROAD 573103, ARSIKERE","IN","India",13.318581,76.2530204,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020085AWB5GE","SHAHI EXPORTS PVT LTD UNIT 43","SY NO. 45/4, 45/5, 46/1,2 & 58/2, CHOUHALLI VILLAGE, MUGURU HOBLI, T. NARASIPURA TALUK, 571124, MYSORE","IN","India",12.208704,76.9029005,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN20191722YG85A","Shahi Exports Pvt Ltd, Unit-8","No-62 Kachohalli Cross, Dasanapura Hobli, Magadi Road,Opp Country Club Bangalore Karnataka ","IN","India",12.9866529,77.4767854,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019 )|Benetton Group [Public List] (Benetton Group 2018 Facility List)|Columbia Sportswear Co. [Public List] (Columbia Sportswear Co. Facility List July 2019)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Worker Rights Consortium|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN201908636A0BF","Shahi Exports (Pvt) Ltd - Unit 9","7th Main Road, Industrial Suburb, Peenya 2nd stage, 560058, Bangalore, India","IN","India",13.0145209,77.5022256,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2019086DKEQG6","Shahi Exports Pvt Ltd Unit C35","C 35 / 36 ,, 201301, Noida, India","IN","India",28.6084637,77.3613482,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"IN20200842YHZWK","SHAHI EXPORTS (UNIT-15/1,FARIDABAD)","15/1, DELHI MATHURA ROAD 121001, FARDIABAD","IN","India",28.4331837,77.3080677,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084FRPNVM","SHAHI EXPORTS  (UNIT 7&7A)","PB NO.3449, BELANDUR GATE, OPP. ALT COLLEGE, SARJAPUR MAIN, ROAD VARTHUR HOBLI 560034, BANGALORE","IN","India",12.9185134,77.6722071,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084REHPD1","SHAHI (UNIT-A-7/3, HYDERABAD)","PLOT NO.A-7/3, ROAD NO.12, MINI APPAREL PARK, NACHARAM, 500076, HYDERABAD","IN","India",17.408181,78.4495069,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084WTXR8T","SHAKTHI KNITTING-FLAMINGO","DOOR NO 253, LAKSHMI ESTATE, PUDDUKOTTAI ROAD 613005, TANJORE","IN","India",10.7485132,79.11577779999999,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084VDEN1K","SHAKTHI KNITTING (UNIT BLOOMSBERG)","S.F. NO. 186/2, KUNGUMAPLAYAM GANAPATHIPALAYAM P.O, VIA VEERAPANDI, 641605, TIRUPUR","IN","India",11.0322071,77.3295708,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|George Clothing by Asda [Public List] (George Clothing [Public List] Tier 1)","","","","",""
"CN2020084ABV05P","SHANDONG AORONG GARMENTS CO.,LTD","ECONOMY DEVELOPMENT ZONE, WUCHENG, 156984, DEZHOU","CN","China",37.46478,116.268281,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084ZNSSV2","SHANDONG AOSHI GARMENTS CO., LTD.","FEICHENG HIGH TECH DEVELOPMENT ZONE, FEICHENG COUNTY, TAIAN CITY, SHANDONG, CHINA 271600, TAIAN","CN","China",36.1853368,116.7707115,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN2020084C53Z1N","SHANDONG HEZHE WANLI KNITTING CO., LTD","ANXING ADMINISTRY VILLAGE, ANXING TOWN, MUDAN DISTRICT 274000, HEZE","CN","China",35.341507,115.691785,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020053658E1Z","Shandong Richland Garment Co., Ltd","East region, Pingyuan Economic Developing Zone, Shandong province, China. Dezhou Shandong ","CN","China",37.165323,116.434032,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|George Clothing by Asda [Public List] (George Clothing [Public List] Tier 1)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"CN2020084DZTV68","SHANDONG RISINGSUN GARMENTS CO., LTD.","MIDDLE OF KONGLIN EAST ROAD 273100, QUFU","CN","China",35.613737,116.994405,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084QPAE9F","SHANDONG SHANXIAN CHENGQI LEATHER SHOE CO.","LIXIN ZHUANG, SHAN XIAN COUNTRY 274300, HEZE CITY","CN","China",33.144724,116.208635,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020085104WNR","SHANDONG TIANYUAN GARMENT CO.LTD","HUANCHENG SCIENCE AND TECHNOLOGY, INDUSTRIAL PARK, NINGYANG 271400, TAN AN","CN","China",35.7635487,116.7996471,"Desigual (Desigual's Tier 1  - November 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN202008479Z5K8","SHANDONG TIANYUAN QINGCHENYUE GARMENT CO.,LTD","699#,HUAXING ROAD, NINGYANG,TAI AN, SHANDONG PROVINCE 271400, TAI AN","CN","China",35.7294564,116.7618948,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN2020084RXVP8F","SHANDONG WANLI FASHION CO.,LTD","69 MAIN ROAD, WEN SHANG JI TOWN, CHENGWU 274208, HEZHE","CN","China",34.781214,115.869481,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084CCAQYR","SHANDONG WANLI FASHION CO.,LTD JIU NV SUBSIDIARY","JIUNV TOWN, CHENGWU COUNTY 274200, HEZE","CN","China",34.9412839,115.8001782,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)","","","","",""
"CN2020084VRTB70","SHANDONG WANLI FASHION CO.,LTD JIU NV SUBSIDIARY","JIUNV TOWN, CHENGWU COUNTY 274200, HEZE","CN","China",34.9412839,115.8001782,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084JFNB68","SHANDONG WANXIN FASHION CO.,LTD","THE EAST OF TANGZHUANG LONGGU TOWN, ZUYE COUNTRY HEZE CITY SHANDONG, PROVINCE  CHINA 274918, HEZE","CN","China",35.2917866,115.897137,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN20200847GZWVE","SHANDONG YISHISHANG GARMENTS CO.,LT","GUANXIAN INDUSTRIAL PARK 252500, LIAOCHENG","CN","China",36.4843565,115.4655804,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN20200841DXMVV","SHANGDONG DINGTAO WANLI SWEATER FTY","THE TOWN OF MENGHAI, DINGDAO COUNTY 274109, HEZE","CN","China",35.23375,115.480656,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084GHYN3R","SHANGDONG JUYE WANLI SWEATER FTY","WANFENG TOWN, JUYE COUNTY 274000, HEZE","CN","China",35.161041,115.9671,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084YYNZDY","SHANGDONG LUTAI SHOES INDUSTRIAL CO., LTD.","TANGTOU TOWN, HEDONG DISTRICT 276032, LINYI","CN","China",35.259624,118.517161,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN20200846HKBZN","SHANGDONG LUTAI SHOES INDUSTRIAL CO., LTD.","TANGTOU TOWN, HEDONG DISTRICT 276032, LINYI","CN","China",35.259624,118.517161,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)","","","","",""
"CN2020084Q5WN2G","SHANGHAI BLUEBAY FASHION CO., LTD","NO 9595 HUQINGPING RD, JINZE TOWN QINGPU 201718, SHANGHAI","CN","China",31.030302,120.915367,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084VGYAD1","SHANGHAI CELEFIT LIMITED COMPANY","NO.1370 YU SHU RD 201620, SHANGHAI","CN","China",30.988171,121.209918,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN20200847B260V","SHANGHAI CONCH APPAREL CO.,LTD.","C/D BUILDING LIUXIANG ROAD, SHANGHAI 201801, SHANGHAI","CN","China",31.3959256,121.2967916,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
